Filename	LLM_EP0903
Instrument name	DSC2A-01799 (192.168.1.250)
Operator	
rundate	15/04/2025
Sample name	LLM_EP0903
proceduresegments	Ramp 10.00 °C/min to 25.00 °C; Ramp 10.00 °C/min to 135.00 °C; Isothermal 5.0 min; Ramp 10.00 °C/min to -50.00 °C; Isothermal 5.0 min; Ramp 10.00 °C/min to 200.00 °C; Isothermal 5.0 min; Ramp 10.00 °C/min to -50.00 °C; Isothermal 5.0 min; Ramp 10.00 °C/min to 200.00 °C; Isothermal 5.0 min; Ramp 10.00 °C/min to -50.00 °C
[step]
Ramp 10.00 °C/min to 25.0000 °C
Time	Temperature	Heat Flow (Normalized)
0.30	25.47	-0.170
0.30	25.49	-0.169
0.30	25.51	-0.168
0.30	25.53	-0.168
0.30	25.55	-0.168
0.30	25.57	-0.168
0.30	25.59	-0.167
0.31	25.61	-0.167
0.31	25.63	-0.166
0.31	25.65	-0.164
0.31	25.67	-0.164
0.31	25.69	-0.162
0.31	25.71	-0.161
0.32	25.72	-0.159
0.32	25.74	-0.159
0.32	25.76	-0.158
0.32	25.78	-0.159
0.32	25.80	-0.158
0.33	25.82	-0.159
0.33	25.84	-0.158
0.33	25.86	-0.158
0.33	25.88	-0.158
0.33	25.90	-0.158
0.33	25.92	-0.158
0.34	25.94	-0.158
0.34	25.96	-0.158
0.34	25.98	-0.158
0.34	26.00	-0.157
0.34	26.02	-0.157
0.34	26.04	-0.156
0.35	26.05	-0.154
0.35	26.07	-0.153
0.35	26.09	-0.151
0.35	26.11	-0.150
0.35	26.13	-0.149
0.35	26.15	-0.148
0.35	26.17	-0.148
0.36	26.19	-0.148
0.36	26.21	-0.148
0.36	26.22	-0.149
0.36	26.24	-0.149
0.36	26.26	-0.148
0.36	26.28	-0.148
0.37	26.30	-0.147
0.37	26.32	-0.147
0.37	26.34	-0.146
0.37	26.36	-0.144
0.37	26.38	-0.143
0.38	26.39	-0.142
0.38	26.41	-0.141
0.38	26.43	-0.141
0.38	26.45	-0.141
0.38	26.47	-0.141
0.38	26.49	-0.141
0.39	26.51	-0.141
0.39	26.53	-0.141
0.39	26.54	-0.142
0.39	26.56	-0.142
0.39	26.58	-0.142
0.39	26.60	-0.142
0.40	26.62	-0.142
0.40	26.64	-0.142
0.40	26.65	-0.141
0.40	26.67	-0.139
0.40	26.69	-0.138
0.40	26.71	-0.137
0.40	26.73	-0.135
0.41	26.75	-0.135
0.41	26.77	-0.134
0.41	26.78	-0.134
0.41	26.80	-0.134
0.41	26.82	-0.134
0.41	26.84	-0.135
0.42	26.86	-0.135
0.42	26.87	-0.135
0.42	26.89	-0.135
0.42	26.91	-0.134
0.42	26.93	-0.134
0.43	26.95	-0.134
0.43	26.97	-0.133
0.43	26.99	-0.132
0.43	27.00	-0.132
0.43	27.02	-0.132
0.43	27.04	-0.132
0.44	27.06	-0.131
0.44	27.08	-0.131
0.44	27.09	-0.130
0.44	27.11	-0.129
0.44	27.13	-0.128
0.44	27.15	-0.128
0.45	27.17	-0.128
0.45	27.18	-0.127
0.45	27.20	-0.126
0.45	27.22	-0.126
0.45	27.24	-0.126
0.45	27.26	-0.126
0.45	27.27	-0.126
0.46	27.29	-0.126
0.46	27.31	-0.126
0.46	27.33	-0.126
0.46	27.35	-0.126
0.46	27.36	-0.126
0.46	27.38	-0.126
0.47	27.40	-0.126
0.47	27.42	-0.126
0.47	27.43	-0.125
0.47	27.45	-0.125
0.47	27.47	-0.125
0.48	27.49	-0.124
0.48	27.51	-0.124
0.48	27.52	-0.124
0.48	27.54	-0.123
0.48	27.56	-0.123
0.48	27.58	-0.122
0.49	27.59	-0.122
0.49	27.61	-0.122
0.49	27.63	-0.122
0.49	27.65	-0.122
0.49	27.67	-0.122
0.49	27.68	-0.122
0.50	27.70	-0.121
0.50	27.72	-0.121
0.50	27.74	-0.121
0.50	27.76	-0.121
0.50	27.77	-0.120
0.50	27.79	-0.120
0.50	27.81	-0.120
0.51	27.83	-0.119
0.51	27.84	-0.119
0.51	27.86	-0.119
0.51	27.88	-0.119
0.51	27.90	-0.119
0.51	27.91	-0.118
0.52	27.93	-0.118
0.52	27.95	-0.118
0.52	27.97	-0.118
0.52	27.98	-0.118
0.52	28.00	-0.118
0.53	28.02	-0.118
0.53	28.04	-0.118
0.53	28.05	-0.118
0.53	28.07	-0.117
0.53	28.09	-0.117
0.53	28.11	-0.117
0.53	28.13	-0.117
0.54	28.14	-0.117
0.54	28.16	-0.117
0.54	28.18	-0.116
0.54	28.19	-0.116
0.54	28.21	-0.115
0.55	28.23	-0.115
0.55	28.25	-0.115
0.55	28.26	-0.115
0.55	28.28	-0.115
0.55	28.30	-0.115
0.55	28.32	-0.115
0.55	28.33	-0.115
0.56	28.35	-0.115
0.56	28.37	-0.115
0.56	28.39	-0.115
0.56	28.40	-0.114
0.56	28.42	-0.114
0.57	28.44	-0.114
0.57	28.46	-0.114
0.57	28.47	-0.114
0.57	28.49	-0.114
0.57	28.51	-0.114
0.57	28.53	-0.114
0.58	28.54	-0.114
0.58	28.56	-0.113
0.58	28.58	-0.113
0.58	28.59	-0.113
0.58	28.61	-0.113
0.58	28.63	-0.113
0.58	28.65	-0.113
0.59	28.66	-0.113
0.59	28.68	-0.113
0.59	28.70	-0.113
0.59	28.72	-0.113
0.59	28.73	-0.113
0.60	28.75	-0.113
0.60	28.77	-0.113
0.60	28.79	-0.113
0.60	28.80	-0.113
0.60	28.82	-0.113
0.60	28.84	-0.113
0.60	28.85	-0.112
0.61	28.87	-0.112
0.61	28.89	-0.112
0.61	28.91	-0.112
0.61	28.92	-0.112
0.61	28.94	-0.112
0.62	28.96	-0.112
0.62	28.98	-0.112
0.62	28.99	-0.112
0.62	29.01	-0.112
0.62	29.03	-0.112
0.62	29.04	-0.112
0.63	29.06	-0.112
0.63	29.08	-0.112
0.63	29.09	-0.112
0.63	29.11	-0.112
0.63	29.13	-0.112
0.63	29.15	-0.111
0.63	29.16	-0.111
0.64	29.18	-0.111
0.64	29.20	-0.111
0.64	29.21	-0.111
0.64	29.23	-0.111
0.64	29.25	-0.111
0.65	29.27	-0.111
0.65	29.28	-0.111
0.65	29.30	-0.110
0.65	29.32	-0.110
0.65	29.33	-0.110
0.65	29.35	-0.110
0.65	29.37	-0.110
0.66	29.39	-0.110
0.66	29.40	-0.110
0.66	29.42	-0.110
0.66	29.44	-0.110
0.66	29.46	-0.110
0.67	29.47	-0.110
0.67	29.49	-0.110
0.67	29.51	-0.110
0.67	29.52	-0.110
0.67	29.54	-0.110
0.67	29.56	-0.110
0.68	29.57	-0.110
0.68	29.59	-0.110
0.68	29.61	-0.110
0.68	29.63	-0.110
0.68	29.64	-0.110
0.68	29.66	-0.110
0.68	29.68	-0.110
0.69	29.69	-0.110
0.69	29.71	-0.110
0.69	29.73	-0.110
0.69	29.75	-0.110
0.69	29.76	-0.110
0.70	29.78	-0.110
0.70	29.80	-0.110
0.70	29.81	-0.110
0.70	29.83	-0.110
0.70	29.85	-0.110
0.70	29.86	-0.110
0.70	29.88	-0.110
0.71	29.90	-0.110
0.71	29.92	-0.110
0.71	29.93	-0.110
0.71	29.95	-0.110
0.71	29.97	-0.110
0.72	29.98	-0.109
0.72	30.00	-0.109
0.72	30.02	-0.109
0.72	30.03	-0.109
0.72	30.05	-0.109
0.72	30.07	-0.109
0.73	30.09	-0.109
0.73	30.10	-0.109
0.73	30.12	-0.109
0.73	30.14	-0.109
0.73	30.15	-0.109
0.73	30.17	-0.109
0.73	30.19	-0.109
0.74	30.20	-0.109
0.74	30.22	-0.109
0.74	30.24	-0.109
0.74	30.25	-0.109
0.74	30.27	-0.109
0.75	30.29	-0.109
0.75	30.31	-0.109
0.75	30.32	-0.109
0.75	30.34	-0.109
0.75	30.36	-0.109
0.75	30.37	-0.109
0.75	30.39	-0.109
0.76	30.41	-0.109
0.76	30.43	-0.109
0.76	30.44	-0.109
0.76	30.46	-0.109
0.76	30.48	-0.108
0.77	30.49	-0.108
0.77	30.51	-0.108
0.77	30.53	-0.108
0.77	30.54	-0.108
0.77	30.56	-0.108
0.77	30.58	-0.108
0.78	30.59	-0.108
0.78	30.61	-0.108
0.78	30.63	-0.108
0.78	30.65	-0.108
0.78	30.66	-0.108
0.78	30.68	-0.108
0.78	30.70	-0.108
0.79	30.71	-0.108
0.79	30.73	-0.108
0.79	30.75	-0.108
0.79	30.76	-0.108
0.79	30.78	-0.108
0.80	30.80	-0.108
0.80	30.81	-0.108
0.80	30.83	-0.108
0.80	30.85	-0.108
0.80	30.86	-0.108
0.80	30.88	-0.108
0.80	30.90	-0.108
0.81	30.92	-0.108
0.81	30.93	-0.108
0.81	30.95	-0.108
0.81	30.97	-0.108
0.81	30.98	-0.108
0.82	31.00	-0.108
0.82	31.02	-0.108
0.82	31.03	-0.108
0.82	31.05	-0.108
0.82	31.07	-0.108
0.82	31.09	-0.108
0.83	31.10	-0.108
0.83	31.12	-0.108
0.83	31.13	-0.108
0.83	31.15	-0.108
0.83	31.17	-0.108
0.83	31.19	-0.108
0.83	31.20	-0.108
0.84	31.22	-0.108
0.84	31.24	-0.108
0.84	31.25	-0.108
0.84	31.27	-0.108
0.84	31.29	-0.108
0.85	31.30	-0.108
0.85	31.32	-0.108
0.85	31.34	-0.108
0.85	31.35	-0.108
0.85	31.37	-0.108
0.85	31.39	-0.108
0.85	31.41	-0.108
0.86	31.42	-0.108
0.86	31.44	-0.108
0.86	31.46	-0.108
0.86	31.47	-0.108
0.86	31.49	-0.108
0.87	31.51	-0.108
0.87	31.52	-0.108
0.87	31.54	-0.108
0.87	31.56	-0.108
0.87	31.57	-0.108
0.87	31.59	-0.108
0.88	31.61	-0.108
0.88	31.62	-0.108
0.88	31.64	-0.108
0.88	31.66	-0.108
0.88	31.68	-0.108
0.88	31.69	-0.108
0.88	31.71	-0.108
0.89	31.73	-0.108
0.89	31.74	-0.108
0.89	31.76	-0.108
0.89	31.78	-0.108
0.89	31.79	-0.108
0.90	31.81	-0.108
0.90	31.83	-0.108
0.90	31.84	-0.108
0.90	31.86	-0.108
0.90	31.88	-0.108
0.90	31.89	-0.108
0.90	31.91	-0.108
0.91	31.93	-0.108
0.91	31.94	-0.108
0.91	31.96	-0.108
0.91	31.98	-0.108
0.91	31.99	-0.108
0.92	32.01	-0.108
0.92	32.03	-0.108
0.92	32.04	-0.108
0.92	32.06	-0.108
0.92	32.08	-0.108
0.92	32.09	-0.108
0.93	32.11	-0.108
0.93	32.13	-0.108
0.93	32.15	-0.108
0.93	32.16	-0.108
0.93	32.18	-0.108
0.93	32.20	-0.108
0.93	32.21	-0.108
0.94	32.23	-0.108
0.94	32.25	-0.108
0.94	32.26	-0.108
0.94	32.28	-0.108
0.94	32.30	-0.108
0.95	32.31	-0.108
0.95	32.33	-0.108
0.95	32.35	-0.108
0.95	32.36	-0.108
0.95	32.38	-0.108
0.95	32.40	-0.109
0.95	32.41	-0.109
0.96	32.43	-0.109
0.96	32.45	-0.109
0.96	32.47	-0.109
0.96	32.48	-0.109
0.96	32.50	-0.109
0.97	32.52	-0.109
0.97	32.53	-0.109
0.97	32.55	-0.109
0.97	32.57	-0.109
0.97	32.58	-0.109
0.97	32.60	-0.109
0.98	32.62	-0.109
0.98	32.63	-0.109
0.98	32.65	-0.109
0.98	32.67	-0.109
0.98	32.68	-0.109
0.98	32.70	-0.109
0.98	32.71	-0.109
0.99	32.73	-0.109
0.99	32.75	-0.109
0.99	32.77	-0.109
0.99	32.78	-0.109
0.99	32.80	-0.109
1.00	32.82	-0.109
1.00	32.83	-0.109
1.00	32.85	-0.109
1.00	32.87	-0.109
1.00	32.88	-0.109
1.00	32.90	-0.109
1.00	32.92	-0.109
1.01	32.93	-0.109
1.01	32.95	-0.109
1.01	32.97	-0.109
1.01	32.98	-0.109
1.01	33.00	-0.109
1.02	33.02	-0.109
1.02	33.03	-0.109
1.02	33.05	-0.109
1.02	33.07	-0.109
1.02	33.08	-0.109
1.02	33.10	-0.109
1.03	33.12	-0.109
1.03	33.13	-0.109
1.03	33.15	-0.110
1.03	33.17	-0.110
1.03	33.19	-0.110
1.03	33.20	-0.110
1.03	33.22	-0.110
1.04	33.23	-0.110
1.04	33.25	-0.110
1.04	33.27	-0.110
1.04	33.29	-0.110
1.04	33.30	-0.110
1.05	33.32	-0.110
1.05	33.34	-0.110
1.05	33.35	-0.110
1.05	33.37	-0.110
1.05	33.39	-0.110
1.05	33.40	-0.110
1.05	33.42	-0.110
1.06	33.44	-0.110
1.06	33.45	-0.110
1.06	33.47	-0.110
1.06	33.49	-0.110
1.06	33.50	-0.110
1.07	33.52	-0.110
1.07	33.54	-0.110
1.07	33.55	-0.110
1.07	33.57	-0.110
1.07	33.59	-0.110
1.07	33.60	-0.110
1.08	33.62	-0.110
1.08	33.64	-0.110
1.08	33.65	-0.110
1.08	33.67	-0.110
1.08	33.69	-0.110
1.08	33.70	-0.110
1.08	33.72	-0.110
1.09	33.74	-0.110
1.09	33.75	-0.110
1.09	33.77	-0.110
1.09	33.79	-0.110
1.09	33.81	-0.110
1.09	33.82	-0.110
1.10	33.84	-0.110
1.10	33.85	-0.110
1.10	33.87	-0.110
1.10	33.89	-0.110
1.10	33.91	-0.110
1.11	33.92	-0.110
1.11	33.94	-0.110
1.11	33.96	-0.110
1.11	33.97	-0.110
1.11	33.99	-0.110
1.11	34.01	-0.110
1.12	34.02	-0.110
1.12	34.04	-0.110
1.12	34.06	-0.110
1.12	34.07	-0.111
1.12	34.09	-0.111
1.12	34.11	-0.111
1.13	34.12	-0.111
1.13	34.14	-0.111
1.13	34.16	-0.111
1.13	34.17	-0.111
1.13	34.19	-0.111
1.13	34.21	-0.111
1.13	34.22	-0.111
1.14	34.24	-0.111
1.14	34.26	-0.111
1.14	34.27	-0.111
1.14	34.29	-0.111
1.14	34.31	-0.111
1.14	34.32	-0.111
1.15	34.34	-0.111
1.15	34.36	-0.111
1.15	34.38	-0.111
1.15	34.39	-0.111
1.15	34.41	-0.111
1.16	34.42	-0.111
1.16	34.44	-0.111
1.16	34.46	-0.111
1.16	34.47	-0.111
1.16	34.49	-0.111
1.16	34.51	-0.111
1.17	34.52	-0.111
1.17	34.54	-0.111
1.17	34.56	-0.111
1.17	34.57	-0.111
1.17	34.59	-0.111
1.17	34.61	-0.111
1.18	34.62	-0.112
1.18	34.64	-0.112
1.18	34.66	-0.112
1.18	34.67	-0.112
1.18	34.69	-0.112
1.18	34.71	-0.112
1.18	34.72	-0.112
1.19	34.74	-0.112
1.19	34.76	-0.112
1.19	34.77	-0.112
1.19	34.79	-0.112
1.19	34.81	-0.112
1.19	34.82	-0.112
1.20	34.84	-0.112
1.20	34.86	-0.112
1.20	34.88	-0.112
1.20	34.89	-0.112
1.20	34.91	-0.112
1.21	34.92	-0.113
1.21	34.94	-0.113
1.21	34.96	-0.113
1.21	34.98	-0.113
1.21	34.99	-0.113
1.21	35.01	-0.113
1.22	35.03	-0.113
1.22	35.04	-0.113
1.22	35.06	-0.113
1.22	35.08	-0.113
1.22	35.09	-0.113
1.22	35.11	-0.113
1.23	35.13	-0.113
1.23	35.14	-0.113
1.23	35.16	-0.113
1.23	35.18	-0.113
1.23	35.19	-0.113
1.23	35.21	-0.113
1.23	35.23	-0.113
1.24	35.24	-0.113
1.24	35.26	-0.113
1.24	35.28	-0.113
1.24	35.29	-0.113
1.24	35.31	-0.113
1.24	35.33	-0.113
1.25	35.34	-0.113
1.25	35.36	-0.113
1.25	35.38	-0.113
1.25	35.39	-0.113
1.25	35.41	-0.114
1.26	35.43	-0.114
1.26	35.44	-0.114
1.26	35.46	-0.114
1.26	35.48	-0.114
1.26	35.49	-0.114
1.26	35.51	-0.114
1.27	35.53	-0.114
1.27	35.54	-0.114
1.27	35.56	-0.114
1.27	35.58	-0.114
1.27	35.59	-0.114
1.27	35.61	-0.114
1.28	35.63	-0.114
1.28	35.64	-0.114
1.28	35.66	-0.114
1.28	35.68	-0.114
1.28	35.70	-0.114
1.28	35.71	-0.114
1.28	35.73	-0.114
1.29	35.75	-0.114
1.29	35.76	-0.114
1.29	35.78	-0.114
1.29	35.80	-0.114
1.29	35.81	-0.114
1.29	35.83	-0.114
1.30	35.84	-0.114
1.30	35.86	-0.114
1.30	35.88	-0.114
1.30	35.89	-0.114
1.30	35.91	-0.114
1.31	35.93	-0.114
1.31	35.94	-0.114
1.31	35.96	-0.114
1.31	35.98	-0.114
1.31	36.00	-0.114
1.31	36.01	-0.114
1.32	36.03	-0.114
1.32	36.05	-0.114
1.32	36.06	-0.114
1.32	36.08	-0.114
1.32	36.09	-0.114
1.32	36.11	-0.114
1.33	36.13	-0.114
1.33	36.14	-0.115
1.33	36.16	-0.115
1.33	36.18	-0.115
1.33	36.20	-0.115
1.33	36.21	-0.115
1.33	36.23	-0.115
1.34	36.25	-0.115
1.34	36.26	-0.115
1.34	36.28	-0.115
1.34	36.30	-0.115
1.34	36.31	-0.115
1.34	36.33	-0.115
1.35	36.35	-0.115
1.35	36.36	-0.115
1.35	36.38	-0.115
1.35	36.40	-0.115
1.35	36.41	-0.115
1.36	36.43	-0.115
1.36	36.45	-0.115
1.36	36.46	-0.115
1.36	36.48	-0.115
1.36	36.50	-0.115
1.36	36.51	-0.115
1.37	36.53	-0.115
1.37	36.55	-0.115
1.37	36.56	-0.115
1.37	36.58	-0.115
1.37	36.60	-0.115
1.37	36.61	-0.115
1.38	36.63	-0.115
1.38	36.65	-0.115
1.38	36.66	-0.115
1.38	36.68	-0.115
1.38	36.70	-0.115
1.38	36.71	-0.115
1.38	36.73	-0.115
1.39	36.75	-0.115
1.39	36.76	-0.116
1.39	36.78	-0.116
1.39	36.80	-0.116
1.39	36.81	-0.116
1.39	36.83	-0.116
1.40	36.85	-0.116
1.40	36.86	-0.116
1.40	36.88	-0.116
1.40	36.90	-0.116
1.40	36.91	-0.116
1.41	36.93	-0.116
1.41	36.95	-0.116
1.41	36.96	-0.116
1.41	36.98	-0.116
1.41	37.00	-0.116
1.41	37.01	-0.116
1.42	37.03	-0.116
1.42	37.05	-0.116
1.42	37.06	-0.116
1.42	37.08	-0.116
1.42	37.10	-0.116
1.42	37.11	-0.116
1.43	37.13	-0.116
1.43	37.15	-0.116
1.43	37.16	-0.116
1.43	37.18	-0.116
1.43	37.20	-0.116
1.43	37.21	-0.116
1.43	37.23	-0.117
1.44	37.25	-0.117
1.44	37.26	-0.117
1.44	37.28	-0.117
1.44	37.30	-0.117
1.44	37.31	-0.117
1.44	37.33	-0.117
1.45	37.35	-0.117
1.45	37.36	-0.117
1.45	37.38	-0.117
1.45	37.40	-0.117
1.45	37.41	-0.117
1.46	37.43	-0.117
1.46	37.45	-0.117
1.46	37.46	-0.117
1.46	37.48	-0.117
1.46	37.50	-0.117
1.46	37.51	-0.117
1.47	37.53	-0.117
1.47	37.55	-0.117
1.47	37.56	-0.117
1.47	37.58	-0.117
1.47	37.60	-0.117
1.47	37.61	-0.117
1.48	37.63	-0.117
1.48	37.65	-0.117
1.48	37.66	-0.117
1.48	37.68	-0.117
1.48	37.70	-0.117
1.48	37.71	-0.117
1.48	37.73	-0.117
1.49	37.75	-0.117
1.49	37.76	-0.117
1.49	37.78	-0.117
1.49	37.80	-0.117
1.49	37.81	-0.117
1.49	37.83	-0.117
1.50	37.85	-0.117
1.50	37.86	-0.117
1.50	37.88	-0.118
1.50	37.90	-0.118
1.50	37.91	-0.118
1.51	37.93	-0.118
1.51	37.95	-0.118
1.51	37.96	-0.118
1.51	37.98	-0.118
1.51	38.00	-0.118
1.51	38.01	-0.118
1.52	38.03	-0.118
1.52	38.05	-0.118
1.52	38.06	-0.118
1.52	38.08	-0.118
1.52	38.10	-0.118
1.52	38.11	-0.118
1.53	38.13	-0.118
1.53	38.15	-0.118
1.53	38.17	-0.118
1.53	38.18	-0.118
1.53	38.20	-0.118
1.53	38.21	-0.118
1.53	38.23	-0.118
1.54	38.25	-0.118
1.54	38.26	-0.118
1.54	38.28	-0.118
1.54	38.30	-0.118
1.54	38.31	-0.118
1.54	38.33	-0.118
1.55	38.35	-0.118
1.55	38.37	-0.118
1.55	38.38	-0.119
1.55	38.40	-0.119
1.55	38.42	-0.119
1.56	38.43	-0.119
1.56	38.45	-0.119
1.56	38.47	-0.119
1.56	38.48	-0.119
1.56	38.50	-0.119
1.56	38.52	-0.119
1.57	38.53	-0.119
1.57	38.55	-0.119
1.57	38.57	-0.119
1.57	38.58	-0.119
1.57	38.60	-0.119
1.57	38.62	-0.119
1.58	38.63	-0.119
1.58	38.65	-0.119
1.58	38.66	-0.119
1.58	38.68	-0.119
1.58	38.70	-0.119
1.58	38.72	-0.119
1.58	38.73	-0.119
1.59	38.75	-0.119
1.59	38.76	-0.119
1.59	38.78	-0.119
1.59	38.80	-0.119
1.59	38.82	-0.119
1.59	38.83	-0.119
1.60	38.85	-0.119
1.60	38.87	-0.119
1.60	38.88	-0.119
1.60	38.90	-0.119
1.60	38.92	-0.119
1.61	38.93	-0.119
1.61	38.95	-0.119
1.61	38.97	-0.119
1.61	38.98	-0.119
1.61	39.00	-0.119
1.61	39.02	-0.119
1.62	39.03	-0.119
1.62	39.05	-0.119
1.62	39.07	-0.119
1.62	39.08	-0.119
1.62	39.10	-0.119
1.62	39.12	-0.120
1.63	39.13	-0.120
1.63	39.15	-0.120
1.63	39.17	-0.120
1.63	39.18	-0.120
1.63	39.20	-0.120
1.63	39.22	-0.120
1.63	39.23	-0.120
1.64	39.25	-0.120
1.64	39.27	-0.120
1.64	39.28	-0.120
1.64	39.30	-0.120
1.64	39.32	-0.120
1.64	39.33	-0.120
1.65	39.35	-0.120
1.65	39.37	-0.120
1.65	39.38	-0.120
1.65	39.40	-0.120
1.65	39.42	-0.120
1.66	39.43	-0.120
1.66	39.45	-0.120
1.66	39.47	-0.120
1.66	39.48	-0.120
1.66	39.50	-0.120
1.66	39.52	-0.120
1.67	39.53	-0.120
1.67	39.55	-0.120
1.67	39.57	-0.120
1.67	39.58	-0.120
1.67	39.60	-0.120
1.67	39.62	-0.120
1.68	39.63	-0.120
1.68	39.65	-0.121
1.68	39.67	-0.121
1.68	39.68	-0.121
1.68	39.70	-0.121
1.68	39.72	-0.121
1.68	39.73	-0.121
1.69	39.75	-0.121
1.69	39.77	-0.121
1.69	39.78	-0.121
1.69	39.80	-0.121
1.69	39.82	-0.121
1.69	39.83	-0.121
1.70	39.85	-0.121
1.70	39.87	-0.121
1.70	39.88	-0.121
1.70	39.90	-0.121
1.70	39.92	-0.121
1.71	39.93	-0.121
1.71	39.95	-0.121
1.71	39.97	-0.121
1.71	39.98	-0.121
1.71	40.00	-0.121
1.71	40.02	-0.121
1.72	40.03	-0.121
1.72	40.05	-0.121
1.72	40.07	-0.121
