Filename	LLM_EP0902
Instrument name	DSC2A-01799 (192.168.1.250)
Operator	
rundate	14/04/2025
Sample name	LLM_EP0902
proceduresegments	Ramp 10.00 °C/min to 25.00 °C; Ramp 10.00 °C/min to 135.00 °C; Isothermal 5.0 min; Ramp 10.00 °C/min to -50.00 °C; Isothermal 5.0 min; Ramp 10.00 °C/min to 200.00 °C; Isothermal 5.0 min; Ramp 10.00 °C/min to -50.00 °C; Isothermal 5.0 min; Ramp 10.00 °C/min to 200.00 °C; Isothermal 5.0 min; Ramp 10.00 °C/min to -50.00 °C
[step]
Ramp 10.00 °C/min to 25.0000 °C
Time	Temperature	Heat Flow (Normalized)
min	°C	W/g
49.27	45.78	-0.104
49.27	45.80	-0.104
49.27	45.82	-0.104
49.27	45.83	-0.104
49.28	45.85	-0.104
49.28	45.87	-0.104
49.28	45.88	-0.104
49.28	45.90	-0.104
49.28	45.92	-0.104
49.28	45.93	-0.105
49.29	45.95	-0.105
49.29	45.97	-0.105
49.29	45.98	-0.105
49.29	46.00	-0.105
49.29	46.02	-0.105
49.29	46.03	-0.105
49.29	46.05	-0.105
49.30	46.07	-0.105
49.30	46.08	-0.105
49.30	46.10	-0.105
49.30	46.12	-0.105
49.30	46.13	-0.105
49.31	46.15	-0.105
49.31	46.17	-0.105
49.31	46.18	-0.105
49.31	46.20	-0.105
49.31	46.22	-0.105
49.31	46.23	-0.105
49.31	46.25	-0.105
49.32	46.27	-0.105
49.32	46.28	-0.105
49.32	46.30	-0.105
49.32	46.32	-0.105
49.32	46.33	-0.105
49.33	46.35	-0.105
49.33	46.36	-0.105
49.33	46.38	-0.105
49.33	46.40	-0.105
49.33	46.42	-0.105
49.33	46.43	-0.105
49.34	46.45	-0.105
49.34	46.47	-0.105
49.34	46.48	-0.105
49.34	46.50	-0.105
49.34	46.52	-0.105
49.34	46.53	-0.105
49.34	46.55	-0.105
49.35	46.57	-0.105
49.35	46.58	-0.105
49.35	46.60	-0.106
49.35	46.62	-0.106
49.35	46.63	-0.106
49.36	46.65	-0.106
49.36	46.67	-0.106
49.36	46.68	-0.106
49.36	46.70	-0.106
49.36	46.72	-0.106
49.36	46.73	-0.106
49.36	46.75	-0.106
49.37	46.77	-0.106
49.37	46.78	-0.106
49.37	46.80	-0.106
49.37	46.82	-0.106
49.37	46.83	-0.106
49.38	46.85	-0.106
49.38	46.87	-0.106
49.38	46.88	-0.106
49.38	46.90	-0.106
49.38	46.92	-0.106
49.38	46.93	-0.106
49.39	46.95	-0.106
49.39	46.97	-0.106
49.39	46.98	-0.106
49.39	47.00	-0.106
49.39	47.02	-0.106
49.39	47.03	-0.106
49.39	47.05	-0.106
49.40	47.07	-0.106
49.40	47.08	-0.106
49.40	47.10	-0.106
49.40	47.12	-0.106
49.40	47.13	-0.106
49.41	47.15	-0.106
49.41	47.17	-0.106
49.41	47.18	-0.106
49.41	47.20	-0.106
49.41	47.22	-0.106
49.41	47.23	-0.106
49.41	47.25	-0.106
49.42	47.27	-0.106
49.42	47.28	-0.106
49.42	47.30	-0.106
49.42	47.32	-0.106
49.42	47.33	-0.106
49.43	47.35	-0.106
49.43	47.37	-0.106
49.43	47.38	-0.106
49.43	47.40	-0.106
49.43	47.42	-0.106
49.43	47.43	-0.106
49.44	47.45	-0.106
49.44	47.47	-0.106
49.44	47.48	-0.106
49.44	47.50	-0.106
49.44	47.52	-0.106
49.44	47.53	-0.106
49.44	47.55	-0.106
49.45	47.56	-0.106
49.45	47.58	-0.106
49.45	47.60	-0.106
49.45	47.61	-0.106
49.45	47.63	-0.106
49.46	47.65	-0.106
49.46	47.66	-0.106
49.46	47.68	-0.106
49.46	47.70	-0.106
49.46	47.71	-0.106
49.46	47.73	-0.106
49.46	47.75	-0.106
49.47	47.76	-0.106
49.47	47.78	-0.106
49.47	47.80	-0.106
49.47	47.82	-0.106
49.47	47.83	-0.106
49.48	47.85	-0.106
49.48	47.86	-0.106
49.48	47.88	-0.106
49.48	47.90	-0.106
49.48	47.92	-0.106
49.48	47.93	-0.106
49.49	47.95	-0.106
49.49	47.96	-0.106
49.49	47.98	-0.106
49.49	48.00	-0.106
49.49	48.02	-0.106
49.49	48.03	-0.106
49.49	48.05	-0.107
49.50	48.07	-0.107
49.50	48.08	-0.107
49.50	48.10	-0.107
49.50	48.12	-0.107
49.50	48.13	-0.107
49.51	48.15	-0.107
49.51	48.16	-0.107
49.51	48.18	-0.107
49.51	48.20	-0.107
49.51	48.22	-0.107
49.51	48.23	-0.107
49.51	48.25	-0.107
49.52	48.27	-0.107
49.52	48.28	-0.107
49.52	48.30	-0.107
49.52	48.32	-0.107
49.52	48.33	-0.107
49.53	48.35	-0.107
49.53	48.36	-0.107
49.53	48.38	-0.107
49.53	48.40	-0.107
49.53	48.42	-0.107
49.53	48.43	-0.107
49.54	48.45	-0.107
49.54	48.46	-0.107
49.54	48.48	-0.107
49.54	48.50	-0.107
49.54	48.51	-0.107
49.54	48.53	-0.107
49.54	48.55	-0.107
49.55	48.56	-0.107
49.55	48.58	-0.107
49.55	48.60	-0.107
49.55	48.61	-0.107
49.55	48.63	-0.107
49.56	48.65	-0.108
49.56	48.67	-0.108
49.56	48.68	-0.108
49.56	48.70	-0.108
49.56	48.72	-0.108
49.56	48.73	-0.108
49.56	48.75	-0.108
49.57	48.77	-0.108
49.57	48.78	-0.108
49.57	48.80	-0.108
49.57	48.82	-0.108
49.57	48.83	-0.108
49.58	48.85	-0.108
49.58	48.87	-0.108
49.58	48.88	-0.108
49.58	48.90	-0.108
49.58	48.91	-0.108
49.58	48.93	-0.108
49.59	48.95	-0.108
49.59	48.97	-0.108
49.59	48.98	-0.108
49.59	49.00	-0.109
49.59	49.02	-0.109
49.59	49.03	-0.109
49.59	49.05	-0.109
49.60	49.07	-0.109
49.60	49.08	-0.109
49.60	49.10	-0.109
49.60	49.11	-0.109
49.60	49.13	-0.109
49.61	49.15	-0.109
49.61	49.17	-0.109
49.61	49.18	-0.109
49.61	49.20	-0.109
49.61	49.22	-0.109
49.61	49.23	-0.109
49.61	49.25	-0.109
49.62	49.27	-0.109
49.62	49.28	-0.109
49.62	49.30	-0.109
49.62	49.32	-0.109
49.62	49.33	-0.109
49.63	49.35	-0.109
49.63	49.36	-0.109
49.63	49.38	-0.109
49.63	49.40	-0.109
49.63	49.42	-0.109
49.63	49.43	-0.109
49.64	49.45	-0.109
49.64	49.47	-0.109
49.64	49.48	-0.109
49.64	49.50	-0.109
49.64	49.51	-0.109
49.64	49.53	-0.109
49.64	49.55	-0.109
49.65	49.56	-0.109
49.65	49.58	-0.109
49.65	49.60	-0.109
49.65	49.62	-0.109
49.65	49.63	-0.109
49.66	49.65	-0.109
49.66	49.67	-0.109
49.66	49.68	-0.109
49.66	49.70	-0.109
49.66	49.72	-0.109
49.66	49.73	-0.109
49.66	49.75	-0.109
49.67	49.77	-0.109
49.67	49.78	-0.109
49.67	49.80	-0.109
49.67	49.81	-0.110
49.67	49.83	-0.110
49.68	49.85	-0.110
49.68	49.87	-0.110
49.68	49.88	-0.110
49.68	49.90	-0.110
49.68	49.92	-0.110
49.68	49.93	-0.110
49.69	49.95	-0.110
49.69	49.97	-0.110
49.69	49.98	-0.110
49.69	50.00	-0.110
49.69	50.02	-0.110
49.69	50.03	-0.110
49.69	50.05	-0.110
49.70	50.07	-0.110
49.70	50.08	-0.110
49.70	50.10	-0.110
49.70	50.11	-0.110
49.70	50.13	-0.110
49.71	50.15	-0.110
49.71	50.16	-0.110
49.71	50.18	-0.110
49.71	50.20	-0.110
49.71	50.21	-0.110
49.71	50.23	-0.110
49.71	50.25	-0.110
49.72	50.26	-0.110
49.72	50.28	-0.110
49.72	50.30	-0.110
49.72	50.32	-0.110
49.72	50.33	-0.110
49.73	50.35	-0.110
49.73	50.37	-0.110
49.73	50.38	-0.110
49.73	50.40	-0.110
49.73	50.42	-0.110
49.73	50.43	-0.110
49.74	50.45	-0.110
49.74	50.47	-0.110
49.74	50.48	-0.110
49.74	50.50	-0.110
49.74	50.51	-0.110
49.74	50.53	-0.110
49.74	50.55	-0.110
49.75	50.56	-0.110
49.75	50.58	-0.110
49.75	50.60	-0.110
49.75	50.61	-0.110
49.75	50.63	-0.110
49.76	50.65	-0.110
49.76	50.66	-0.110
49.76	50.68	-0.110
49.76	50.70	-0.110
49.76	50.71	-0.110
49.76	50.73	-0.110
49.76	50.75	-0.110
49.77	50.76	-0.110
49.77	50.78	-0.110
49.77	50.80	-0.111
49.77	50.82	-0.111
49.77	50.83	-0.111
49.78	50.85	-0.111
49.78	50.86	-0.111
49.78	50.88	-0.111
49.78	50.90	-0.111
49.78	50.92	-0.111
49.78	50.93	-0.111
49.79	50.95	-0.111
49.79	50.96	-0.111
49.79	50.98	-0.111
49.79	51.00	-0.111
49.79	51.01	-0.111
49.79	51.03	-0.111
49.79	51.05	-0.111
49.80	51.07	-0.111
49.80	51.08	-0.111
49.80	51.10	-0.111
49.80	51.11	-0.111
49.80	51.13	-0.111
49.81	51.15	-0.111
49.81	51.17	-0.111
49.81	51.18	-0.111
49.81	51.20	-0.111
49.81	51.21	-0.111
49.81	51.23	-0.111
49.81	51.25	-0.111
49.82	51.26	-0.111
49.82	51.28	-0.111
49.82	51.30	-0.111
49.82	51.32	-0.111
49.82	51.33	-0.111
49.83	51.35	-0.111
49.83	51.36	-0.111
49.83	51.38	-0.111
49.83	51.40	-0.111
49.83	51.42	-0.111
49.83	51.43	-0.111
49.84	51.45	-0.111
49.84	51.46	-0.111
49.84	51.48	-0.111
49.84	51.50	-0.111
49.84	51.52	-0.111
49.84	51.53	-0.111
49.84	51.55	-0.111
49.85	51.57	-0.112
49.85	51.58	-0.112
49.85	51.60	-0.112
49.85	51.62	-0.112
49.85	51.63	-0.112
49.86	51.65	-0.112
49.86	51.66	-0.112
49.86	51.68	-0.112
49.86	51.70	-0.112
49.86	51.72	-0.112
49.86	51.73	-0.112
49.86	51.75	-0.112
49.87	51.76	-0.112
49.87	51.78	-0.112
49.87	51.80	-0.112
49.87	51.81	-0.112
49.87	51.83	-0.112
49.88	51.85	-0.112
49.88	51.86	-0.112
49.88	51.88	-0.112
49.88	51.90	-0.112
49.88	51.91	-0.112
49.88	51.93	-0.112
49.89	51.95	-0.112
49.89	51.96	-0.112
49.89	51.98	-0.112
49.89	52.00	-0.112
49.89	52.01	-0.112
49.89	52.03	-0.112
49.89	52.05	-0.112
49.90	52.06	-0.112
49.90	52.08	-0.112
49.90	52.10	-0.112
49.90	52.11	-0.112
49.90	52.13	-0.112
49.91	52.15	-0.112
49.91	52.16	-0.112
49.91	52.18	-0.112
49.91	52.20	-0.112
49.91	52.21	-0.112
49.91	52.23	-0.112
49.91	52.25	-0.112
49.92	52.26	-0.112
49.92	52.28	-0.112
49.92	52.30	-0.112
49.92	52.31	-0.112
49.92	52.33	-0.112
49.93	52.35	-0.112
49.93	52.36	-0.112
49.93	52.38	-0.113
49.93	52.40	-0.113
49.93	52.41	-0.113
49.93	52.43	-0.113
49.94	52.45	-0.113
49.94	52.46	-0.113
49.94	52.48	-0.113
49.94	52.50	-0.113
49.94	52.51	-0.113
49.94	52.53	-0.113
49.94	52.55	-0.113
49.95	52.56	-0.113
49.95	52.58	-0.113
49.95	52.60	-0.113
49.95	52.61	-0.113
49.95	52.63	-0.113
49.96	52.65	-0.113
49.96	52.66	-0.113
49.96	52.68	-0.113
49.96	52.70	-0.113
49.96	52.71	-0.113
49.96	52.73	-0.113
49.96	52.75	-0.113
49.97	52.76	-0.113
49.97	52.78	-0.113
49.97	52.80	-0.113
49.97	52.82	-0.113
49.97	52.83	-0.113
49.98	52.85	-0.113
49.98	52.86	-0.113
49.98	52.88	-0.113
49.98	52.90	-0.113
49.98	52.91	-0.113
49.98	52.93	-0.113
49.99	52.95	-0.113
49.99	52.97	-0.113
49.99	52.98	-0.113
49.99	53.00	-0.113
49.99	53.01	-0.113
49.99	53.03	-0.113
49.99	53.05	-0.113
50.00	53.06	-0.113
50.00	53.08	-0.113
50.00	53.10	-0.114
50.00	53.11	-0.114
50.00	53.13	-0.114
50.01	53.15	-0.114
50.01	53.16	-0.114
50.01	53.18	-0.114
50.01	53.20	-0.114
50.01	53.22	-0.114
50.01	53.23	-0.114
50.01	53.25	-0.114
50.02	53.26	-0.114
50.02	53.28	-0.114
50.02	53.30	-0.114
50.02	53.31	-0.114
50.02	53.33	-0.114
50.03	53.35	-0.114
50.03	53.36	-0.114
50.03	53.38	-0.114
50.03	53.40	-0.114
50.03	53.41	-0.114
50.03	53.43	-0.114
50.04	53.45	-0.114
50.04	53.46	-0.114
50.04	53.48	-0.114
50.04	53.50	-0.114
50.04	53.51	-0.114
50.04	53.53	-0.114
50.04	53.55	-0.114
50.05	53.56	-0.114
50.05	53.58	-0.114
50.05	53.60	-0.114
50.05	53.61	-0.114
50.05	53.63	-0.114
50.06	53.65	-0.114
50.06	53.66	-0.114
50.06	53.68	-0.115
50.06	53.70	-0.115
50.06	53.71	-0.115
50.06	53.73	-0.115
50.06	53.75	-0.115
50.07	53.76	-0.115
50.07	53.78	-0.116
50.07	53.80	-0.116
50.07	53.81	-0.116
50.07	53.83	-0.116
50.08	53.85	-0.116
50.08	53.86	-0.116
50.08	53.88	-0.116
50.08	53.90	-0.116
50.08	53.91	-0.116
50.08	53.93	-0.116
50.09	53.95	-0.116
50.09	53.96	-0.116
50.09	53.98	-0.116
50.09	54.00	-0.116
50.09	54.01	-0.116
50.09	54.03	-0.116
50.09	54.05	-0.116
50.10	54.06	-0.116
50.10	54.08	-0.116
50.10	54.10	-0.116
50.10	54.11	-0.117
50.10	54.13	-0.117
50.11	54.15	-0.117
50.11	54.16	-0.117
50.11	54.18	-0.117
50.11	54.20	-0.117
50.11	54.21	-0.117
50.11	54.23	-0.117
50.11	54.25	-0.117
50.12	54.26	-0.117
50.12	54.28	-0.117
50.12	54.30	-0.117
50.12	54.31	-0.117
50.12	54.33	-0.117
50.13	54.35	-0.117
50.13	54.36	-0.117
50.13	54.38	-0.117
50.13	54.40	-0.117
50.13	54.41	-0.117
50.13	54.43	-0.117
50.14	54.45	-0.117
50.14	54.46	-0.117
50.14	54.48	-0.117
50.14	54.50	-0.117
50.14	54.51	-0.117
50.14	54.53	-0.117
50.14	54.55	-0.117
50.15	54.56	-0.117
50.15	54.58	-0.117
50.15	54.60	-0.117
50.15	54.61	-0.117
50.15	54.63	-0.117
50.16	54.65	-0.117
50.16	54.66	-0.117
50.16	54.68	-0.118
50.16	54.70	-0.118
50.16	54.71	-0.118
50.16	54.73	-0.118
50.16	54.75	-0.118
50.17	54.76	-0.118
50.17	54.78	-0.118
50.17	54.80	-0.118
50.17	54.81	-0.118
50.17	54.83	-0.118
50.18	54.85	-0.118
50.18	54.86	-0.118
50.18	54.88	-0.118
50.18	54.90	-0.118
50.18	54.91	-0.118
50.18	54.93	-0.118
50.19	54.95	-0.118
50.19	54.96	-0.118
50.19	54.98	-0.118
50.19	55.00	-0.118
50.19	55.01	-0.119
50.19	55.03	-0.119
50.19	55.05	-0.119
50.20	55.06	-0.119
50.20	55.08	-0.120
50.20	55.10	-0.120
50.20	55.11	-0.120
50.20	55.13	-0.120
50.21	55.15	-0.120
50.21	55.16	-0.120
50.21	55.18	-0.120
50.21	55.20	-0.120
50.21	55.21	-0.120
50.21	55.23	-0.120
50.21	55.25	-0.120
50.22	55.26	-0.120
50.22	55.28	-0.120
50.22	55.30	-0.120
50.22	55.31	-0.120
50.22	55.33	-0.120
50.23	55.34	-0.120
50.23	55.36	-0.120
50.23	55.38	-0.120
50.23	55.39	-0.120
50.23	55.41	-0.120
50.23	55.43	-0.120
50.24	55.44	-0.120
50.24	55.46	-0.120
50.24	55.48	-0.120
50.24	55.49	-0.121
50.24	55.51	-0.121
50.24	55.53	-0.121
50.24	55.55	-0.121
50.25	55.56	-0.121
50.25	55.58	-0.121
50.25	55.60	-0.121
50.25	55.61	-0.121
50.25	55.63	-0.121
50.26	55.64	-0.121
50.26	55.66	-0.121
50.26	55.68	-0.121
50.26	55.69	-0.121
50.26	55.71	-0.121
50.26	55.73	-0.121
50.26	55.74	-0.121
50.27	55.76	-0.121
50.27	55.78	-0.121
50.27	55.79	-0.121
50.27	55.81	-0.121
50.27	55.83	-0.122
50.28	55.84	-0.122
50.28	55.86	-0.122
50.28	55.88	-0.122
50.28	55.89	-0.122
50.28	55.91	-0.122
50.28	55.93	-0.122
50.29	55.94	-0.122
50.29	55.96	-0.122
50.29	55.98	-0.122
50.29	55.99	-0.122
50.29	56.01	-0.122
50.29	56.03	-0.122
50.29	56.04	-0.122
50.30	56.06	-0.122
50.30	56.08	-0.122
50.30	56.09	-0.122
50.30	56.11	-0.122
50.30	56.13	-0.122
50.31	56.14	-0.122
50.31	56.16	-0.122
50.31	56.18	-0.123
50.31	56.19	-0.123
50.31	56.21	-0.123
50.31	56.23	-0.123
50.31	56.24	-0.123
50.32	56.26	-0.123
50.32	56.28	-0.123
50.32	56.29	-0.123
50.32	56.31	-0.123
50.32	56.33	-0.123
50.33	56.34	-0.123
50.33	56.36	-0.123
50.33	56.38	-0.124
50.33	56.39	-0.124
50.33	56.41	-0.124
50.33	56.43	-0.124
50.34	56.44	-0.124
50.34	56.46	-0.124
50.34	56.48	-0.124
50.34	56.49	-0.124
50.34	56.51	-0.124
50.34	56.53	-0.124
50.34	56.54	-0.124
50.35	56.56	-0.124
50.35	56.58	-0.124
50.35	56.59	-0.124
50.35	56.61	-0.124
50.35	56.63	-0.124
50.36	56.64	-0.124
50.36	56.66	-0.124
50.36	56.68	-0.124
50.36	56.69	-0.124
50.36	56.71	-0.124
50.36	56.73	-0.124
50.36	56.74	-0.125
50.37	56.76	-0.125
50.37	56.78	-0.125
50.37	56.79	-0.125
50.37	56.81	-0.126
50.37	56.83	-0.126
50.38	56.84	-0.126
50.38	56.86	-0.126
50.38	56.88	-0.126
50.38	56.89	-0.126
50.38	56.91	-0.126
50.38	56.93	-0.126
50.39	56.94	-0.126
50.39	56.96	-0.126
50.39	56.98	-0.126
50.39	56.99	-0.127
50.39	57.01	-0.127
50.39	57.03	-0.127
50.39	57.04	-0.127
50.40	57.06	-0.127
50.40	57.08	-0.127
50.40	57.09	-0.127
50.40	57.11	-0.127
50.40	57.13	-0.127
50.41	57.14	-0.127
50.41	57.16	-0.127
50.41	57.18	-0.127
50.41	57.19	-0.127
50.41	57.21	-0.127
50.41	57.22	-0.127
50.41	57.24	-0.127
50.42	57.26	-0.128
50.42	57.28	-0.128
50.42	57.29	-0.128
50.42	57.31	-0.128
50.42	57.33	-0.128
50.43	57.34	-0.128
50.43	57.36	-0.128
50.43	57.38	-0.128
50.43	57.39	-0.128
50.43	57.41	-0.129
50.43	57.43	-0.129
50.44	57.44	-0.129
50.44	57.46	-0.129
50.44	57.48	-0.129
50.44	57.49	-0.129
50.44	57.51	-0.129
50.44	57.52	-0.129
50.44	57.54	-0.129
50.45	57.56	-0.129
50.45	57.58	-0.129
50.45	57.59	-0.129
50.45	57.61	-0.129
50.45	57.63	-0.130
50.46	57.64	-0.130
50.46	57.66	-0.130
50.46	57.68	-0.130
50.46	57.69	-0.130
50.46	57.71	-0.130
50.46	57.73	-0.130
50.46	57.74	-0.131
50.47	57.76	-0.131
50.47	57.78	-0.131
50.47	57.79	-0.131
50.47	57.81	-0.131
50.47	57.83	-0.131
50.48	57.84	-0.131
50.48	57.86	-0.131
50.48	57.88	-0.131
50.48	57.89	-0.131
50.48	57.91	-0.131
50.48	57.93	-0.131
50.49	57.94	-0.131
50.49	57.96	-0.131
50.49	57.98	-0.131
50.49	57.99	-0.132
50.49	58.01	-0.132
50.49	58.03	-0.132
50.49	58.04	-0.132
50.50	58.06	-0.132
50.50	58.07	-0.132
50.50	58.09	-0.132
50.50	58.11	-0.132
50.50	58.13	-0.132
50.51	58.14	-0.132
50.51	58.16	-0.132
50.51	58.17	-0.132
50.51	58.19	-0.132
50.51	58.21	-0.132
50.51	58.22	-0.132
50.51	58.24	-0.132
50.52	58.26	-0.132
50.52	58.27	-0.132
50.52	58.29	-0.133
50.52	58.31	-0.133
50.52	58.32	-0.133
50.53	58.34	-0.133
50.53	58.36	-0.133
50.53	58.37	-0.133
50.53	58.39	-0.133
50.53	58.41	-0.133
50.53	58.42	-0.133
50.54	58.44	-0.133
50.54	58.46	-0.134
50.54	58.48	-0.134
50.54	58.49	-0.134
50.54	58.51	-0.134
50.54	58.52	-0.134
50.54	58.54	-0.134
50.55	58.56	-0.134
50.55	58.57	-0.134
50.55	58.59	-0.134
50.55	58.61	-0.135
50.55	58.62	-0.135
50.56	58.64	-0.135
50.56	58.66	-0.135
50.56	58.68	-0.135
50.56	58.69	-0.135
50.56	58.71	-0.135
50.56	58.72	-0.136
50.56	58.74	-0.136
50.57	58.76	-0.136
50.57	58.77	-0.136
50.57	58.79	-0.137
50.57	58.81	-0.137
50.57	58.82	-0.137
50.58	58.84	-0.138
50.58	58.86	-0.138
50.58	58.87	-0.138
50.58	58.89	-0.138
50.58	58.91	-0.138
50.58	58.92	-0.138
50.59	58.94	-0.138
50.59	58.96	-0.138
50.59	58.97	-0.138
50.59	58.99	-0.138
50.59	59.01	-0.138
50.59	59.02	-0.138
50.59	59.04	-0.139
50.60	59.06	-0.139
50.60	59.07	-0.139
50.60	59.09	-0.139
50.60	59.11	-0.140
50.60	59.12	-0.140
50.61	59.14	-0.141
50.61	59.16	-0.141
50.61	59.17	-0.141
50.61	59.19	-0.141
50.61	59.21	-0.141
50.61	59.22	-0.141
50.61	59.24	-0.141
50.62	59.26	-0.141
50.62	59.27	-0.142
50.62	59.29	-0.142
50.62	59.30	-0.142
50.62	59.32	-0.142
50.63	59.34	-0.142
50.63	59.36	-0.142
50.63	59.37	-0.142
50.63	59.39	-0.142
50.63	59.40	-0.142
50.63	59.42	-0.142
50.64	59.44	-0.142
50.64	59.45	-0.143
50.64	59.47	-0.143
50.64	59.49	-0.143
50.64	59.51	-0.143
50.64	59.52	-0.143
50.64	59.54	-0.143
50.65	59.56	-0.143
50.65	59.57	-0.143
50.65	59.59	-0.143
50.65	59.60	-0.143
50.65	59.62	-0.143
50.66	59.64	-0.143
50.66	59.65	-0.144
50.66	59.67	-0.144
50.66	59.69	-0.144
50.66	59.70	-0.144
50.66	59.72	-0.144
50.66	59.74	-0.144
50.67	59.75	-0.144
50.67	59.77	-0.144
50.67	59.79	-0.144
50.67	59.80	-0.144
50.67	59.82	-0.144
50.68	59.84	-0.145
50.68	59.85	-0.145
50.68	59.87	-0.146
50.68	59.89	-0.147
50.68	59.91	-0.148
50.68	59.92	-0.148
50.69	59.94	-0.148
50.69	59.95	-0.148
50.69	59.97	-0.148
50.69	59.99	-0.148
50.69	60.00	-0.148
50.69	60.02	-0.148
50.69	60.04	-0.148
50.70	60.05	-0.149
50.70	60.07	-0.149
50.70	60.09	-0.149
50.70	60.10	-0.149
50.70	60.12	-0.149
50.71	60.14	-0.149
50.71	60.15	-0.150
50.71	60.17	-0.150
50.71	60.19	-0.150
50.71	60.20	-0.150
50.71	60.22	-0.150
50.71	60.24	-0.150
50.72	60.25	-0.150
50.72	60.27	-0.150
50.72	60.29	-0.150
50.72	60.30	-0.151
50.72	60.32	-0.151
50.73	60.34	-0.151
50.73	60.35	-0.151
50.73	60.37	-0.152
50.73	60.39	-0.152
50.73	60.40	-0.152
50.73	60.42	-0.153
50.74	60.44	-0.153
50.74	60.45	-0.153
50.74	60.47	-0.154
50.74	60.49	-0.154
50.74	60.50	-0.154
50.74	60.52	-0.154
50.74	60.54	-0.154
50.75	60.55	-0.154
50.75	60.57	-0.154
50.75	60.59	-0.154
50.75	60.60	-0.154
50.75	60.62	-0.154
50.76	60.64	-0.154
50.76	60.65	-0.154
50.76	60.67	-0.155
50.76	60.68	-0.155
50.76	60.70	-0.155
50.76	60.72	-0.155
50.76	60.73	-0.156
50.77	60.75	-0.156
50.77	60.77	-0.156
50.77	60.79	-0.156
50.77	60.80	-0.156
50.77	60.82	-0.156
50.78	60.83	-0.156
50.78	60.85	-0.156
50.78	60.87	-0.156
50.78	60.88	-0.156
50.78	60.90	-0.157
50.78	60.92	-0.158
50.79	60.93	-0.158
50.79	60.95	-0.159
50.79	60.97	-0.160
50.79	60.99	-0.160
50.79	61.00	-0.160
50.79	61.02	-0.160
50.79	61.03	-0.160
50.80	61.05	-0.160
50.80	61.07	-0.160
50.80	61.08	-0.160
50.80	61.10	-0.160
50.80	61.12	-0.160
50.81	61.13	-0.160
50.81	61.15	-0.160
50.81	61.17	-0.161
50.81	61.18	-0.161
50.81	61.20	-0.161
50.81	61.22	-0.161
50.81	61.23	-0.161
50.82	61.25	-0.161
50.82	61.27	-0.161
50.82	61.28	-0.161
50.82	61.30	-0.161
50.82	61.32	-0.161
50.83	61.33	-0.162
50.83	61.35	-0.162
50.83	61.37	-0.162
50.83	61.38	-0.163
50.83	61.40	-0.163
50.83	61.42	-0.164
50.84	61.43	-0.165
50.84	61.45	-0.165
50.84	61.47	-0.165
50.84	61.48	-0.166
50.84	61.50	-0.166
50.84	61.52	-0.166
50.84	61.53	-0.166
50.85	61.55	-0.166
50.85	61.57	-0.166
50.85	61.58	-0.166
50.85	61.60	-0.166
50.85	61.61	-0.166
50.86	61.63	-0.166
50.86	61.65	-0.166
50.86	61.66	-0.166
50.86	61.68	-0.166
50.86	61.70	-0.167
50.86	61.71	-0.167
50.86	61.73	-0.167
50.87	61.75	-0.167
50.87	61.76	-0.167
50.87	61.78	-0.167
50.87	61.80	-0.167
50.87	61.81	-0.167
50.88	61.83	-0.168
50.88	61.85	-0.168
50.88	61.86	-0.168
50.88	61.88	-0.168
50.88	61.90	-0.168
50.88	61.91	-0.168
50.89	61.93	-0.169
50.89	61.95	-0.169
50.89	61.96	-0.170
50.89	61.98	-0.171
50.89	62.00	-0.171
50.89	62.01	-0.172
50.89	62.03	-0.172
50.90	62.05	-0.172
50.90	62.06	-0.172
50.90	62.08	-0.172
50.90	62.10	-0.172
50.90	62.11	-0.173
50.91	62.13	-0.173
50.91	62.15	-0.173
50.91	62.16	-0.173
50.91	62.18	-0.173
50.91	62.20	-0.173
50.91	62.21	-0.173
50.91	62.23	-0.173
50.92	62.25	-0.173
50.92	62.26	-0.174
50.92	62.28	-0.174
50.92	62.30	-0.174
50.92	62.31	-0.174
50.93	62.33	-0.174
50.93	62.35	-0.175
50.93	62.36	-0.175
50.93	62.38	-0.175
50.93	62.40	-0.175
50.93	62.41	-0.175
50.94	62.43	-0.175
50.94	62.45	-0.175
50.94	62.46	-0.175
50.94	62.48	-0.175
50.94	62.49	-0.175
50.94	62.51	-0.175
50.94	62.53	-0.176
50.95	62.55	-0.176
50.95	62.56	-0.177
50.95	62.58	-0.177
50.95	62.60	-0.177
50.95	62.61	-0.177
50.96	62.63	-0.177
50.96	62.64	-0.177
50.96	62.66	-0.177
50.96	62.68	-0.177
50.96	62.69	-0.178
50.96	62.71	-0.178
50.96	62.73	-0.178
50.97	62.74	-0.179
50.97	62.76	-0.180
50.97	62.78	-0.181
50.97	62.79	-0.181
50.97	62.81	-0.181
50.98	62.83	-0.182
50.98	62.84	-0.182
50.98	62.86	-0.182
50.98	62.88	-0.182
50.98	62.89	-0.182
50.98	62.91	-0.182
50.99	62.93	-0.182
50.99	62.94	-0.182
50.99	62.96	-0.182
50.99	62.98	-0.182
50.99	62.99	-0.182
50.99	63.01	-0.182
50.99	63.03	-0.183
51.00	63.04	-0.183
51.00	63.06	-0.183
51.00	63.08	-0.183
51.00	63.09	-0.184
51.00	63.11	-0.184
51.01	63.13	-0.184
51.01	63.14	-0.184
51.01	63.16	-0.184
51.01	63.18	-0.184
51.01	63.19	-0.184
51.01	63.21	-0.185
51.01	63.23	-0.185
51.02	63.24	-0.185
