Filename	LLM_EP0905
Instrument name	DSC2A-01799 (192.168.1.250)
Operator	
rundate	15/04/2025
Sample name	LLM_EP0905
proceduresegments	Ramp 10.00 °C/min to 25.00 °C; Ramp 10.00 °C/min to 135.00 °C; Isothermal 5.0 min; Ramp 10.00 °C/min to -50.00 °C; Isothermal 5.0 min; Ramp 10.00 °C/min to 200.00 °C; Isothermal 5.0 min; Ramp 10.00 °C/min to -50.00 °C; Isothermal 5.0 min; Ramp 10.00 °C/min to 200.00 °C; Isothermal 5.0 min; Ramp 10.00 °C/min to -50.00 °C
[step]
Ramp 10.00 °C/min to 25.0000 °C
Time	Temperature	Heat Flow (Normalized)
0.30	25.84	-0.302
0.30	25.85	-0.301
0.30	25.87	-0.299
0.30	25.89	-0.298
0.30	25.91	-0.297
0.30	25.93	-0.296
0.30	25.95	-0.296
0.31	25.97	-0.295
0.31	25.99	-0.294
0.31	26.01	-0.293
0.31	26.03	-0.293
0.31	26.05	-0.292
0.31	26.07	-0.291
0.32	26.09	-0.289
0.32	26.10	-0.288
0.32	26.12	-0.287
0.32	26.14	-0.286
0.32	26.16	-0.285
0.33	26.18	-0.285
0.33	26.20	-0.284
0.33	26.22	-0.283
0.33	26.24	-0.283
0.33	26.26	-0.281
0.33	26.27	-0.280
0.34	26.29	-0.280
0.34	26.31	-0.279
0.34	26.33	-0.278
0.34	26.35	-0.277
0.34	26.37	-0.277
0.34	26.39	-0.276
0.35	26.41	-0.276
0.35	26.42	-0.275
0.35	26.44	-0.275
0.35	26.46	-0.273
0.35	26.48	-0.272
0.35	26.50	-0.271
0.35	26.52	-0.271
0.36	26.54	-0.269
0.36	26.56	-0.267
0.36	26.57	-0.266
0.36	26.59	-0.264
0.36	26.61	-0.264
0.36	26.63	-0.264
0.37	26.65	-0.263
0.37	26.67	-0.263
0.37	26.68	-0.263
0.37	26.70	-0.263
0.37	26.72	-0.262
0.38	26.74	-0.262
0.38	26.76	-0.261
0.38	26.78	-0.260
0.38	26.80	-0.259
0.38	26.81	-0.258
0.38	26.83	-0.257
0.39	26.85	-0.256
0.39	26.87	-0.255
0.39	26.89	-0.255
0.39	26.91	-0.254
0.39	26.92	-0.254
0.39	26.94	-0.253
0.40	26.96	-0.252
0.40	26.98	-0.252
0.40	27.00	-0.251
0.40	27.02	-0.251
0.40	27.03	-0.249
0.40	27.05	-0.248
0.40	27.07	-0.247
0.41	27.09	-0.246
0.41	27.11	-0.245
0.41	27.13	-0.246
0.41	27.14	-0.246
0.41	27.16	-0.245
0.41	27.18	-0.245
0.42	27.20	-0.244
0.42	27.22	-0.244
0.42	27.23	-0.244
0.42	27.25	-0.243
0.42	27.27	-0.242
0.43	27.29	-0.241
0.43	27.31	-0.240
0.43	27.32	-0.240
0.43	27.34	-0.238
0.43	27.36	-0.237
0.43	27.38	-0.237
0.44	27.40	-0.237
0.44	27.42	-0.236
0.44	27.43	-0.236
0.44	27.45	-0.236
0.44	27.47	-0.235
0.44	27.49	-0.234
0.45	27.50	-0.233
0.45	27.52	-0.232
0.45	27.54	-0.232
0.45	27.56	-0.230
0.45	27.58	-0.230
0.45	27.59	-0.230
0.45	27.61	-0.229
0.46	27.63	-0.229
0.46	27.65	-0.229
0.46	27.67	-0.229
0.46	27.68	-0.229
0.46	27.70	-0.229
0.46	27.72	-0.229
0.47	27.74	-0.229
0.47	27.76	-0.227
0.47	27.77	-0.227
0.47	27.79	-0.225
0.47	27.81	-0.224
0.48	27.83	-0.223
0.48	27.84	-0.222
0.48	27.86	-0.221
0.48	27.88	-0.220
0.48	27.90	-0.220
0.48	27.91	-0.221
0.49	27.93	-0.221
0.49	27.95	-0.221
0.49	27.97	-0.221
0.49	27.99	-0.221
0.49	28.00	-0.220
0.49	28.02	-0.219
0.50	28.04	-0.218
0.50	28.06	-0.218
0.50	28.08	-0.217
0.50	28.09	-0.216
0.50	28.11	-0.216
0.50	28.13	-0.216
0.50	28.15	-0.215
0.51	28.16	-0.215
0.51	28.18	-0.214
0.51	28.20	-0.213
0.51	28.22	-0.212
0.51	28.23	-0.212
0.51	28.25	-0.212
0.52	28.27	-0.212
0.52	28.29	-0.212
0.52	28.30	-0.212
0.52	28.32	-0.212
0.52	28.34	-0.211
0.53	28.36	-0.211
0.53	28.37	-0.211
0.53	28.39	-0.210
0.53	28.41	-0.208
0.53	28.43	-0.208
0.53	28.44	-0.208
0.53	28.46	-0.208
0.54	28.48	-0.208
0.54	28.50	-0.208
0.54	28.52	-0.208
0.54	28.53	-0.207
0.54	28.55	-0.207
0.55	28.57	-0.207
0.55	28.58	-0.206
0.55	28.60	-0.205
0.55	28.62	-0.205
0.55	28.64	-0.204
0.55	28.65	-0.203
0.55	28.67	-0.202
0.56	28.69	-0.202
0.56	28.71	-0.202
0.56	28.72	-0.201
0.56	28.74	-0.202
0.56	28.76	-0.201
0.57	28.78	-0.201
0.57	28.79	-0.201
0.57	28.81	-0.201
0.57	28.83	-0.201
0.57	28.85	-0.200
0.57	28.86	-0.200
0.58	28.88	-0.200
0.58	28.90	-0.199
0.58	28.91	-0.199
0.58	28.93	-0.199
0.58	28.95	-0.199
0.58	28.97	-0.199
0.58	28.98	-0.198
0.59	29.00	-0.198
0.59	29.02	-0.198
0.59	29.04	-0.197
0.59	29.05	-0.196
0.59	29.07	-0.196
0.60	29.09	-0.196
0.60	29.10	-0.196
0.60	29.12	-0.196
0.60	29.14	-0.196
0.60	29.16	-0.196
0.60	29.18	-0.195
0.60	29.19	-0.195
0.61	29.21	-0.194
0.61	29.23	-0.193
0.61	29.24	-0.193
0.61	29.26	-0.192
0.61	29.28	-0.192
0.62	29.29	-0.192
0.62	29.31	-0.192
0.62	29.33	-0.192
0.62	29.35	-0.192
0.62	29.37	-0.193
0.62	29.38	-0.192
0.63	29.40	-0.192
0.63	29.42	-0.192
0.63	29.43	-0.192
0.63	29.45	-0.191
0.63	29.47	-0.190
0.63	29.49	-0.190
0.63	29.50	-0.189
0.64	29.52	-0.189
0.64	29.54	-0.188
0.64	29.55	-0.188
0.64	29.57	-0.188
0.64	29.59	-0.188
0.65	29.61	-0.188
0.65	29.62	-0.188
0.65	29.64	-0.188
0.65	29.66	-0.188
0.65	29.67	-0.188
0.65	29.69	-0.188
0.65	29.71	-0.187
0.66	29.73	-0.187
0.66	29.74	-0.187
0.66	29.76	-0.186
0.66	29.78	-0.186
0.66	29.79	-0.186
0.67	29.81	-0.186
0.67	29.83	-0.186
0.67	29.85	-0.186
0.67	29.86	-0.186
0.67	29.88	-0.185
0.67	29.90	-0.185
0.68	29.91	-0.185
0.68	29.93	-0.185
0.68	29.95	-0.185
0.68	29.96	-0.185
0.68	29.98	-0.185
0.68	30.00	-0.184
0.68	30.02	-0.184
0.69	30.03	-0.183
0.69	30.05	-0.183
0.69	30.07	-0.183
0.69	30.08	-0.183
0.69	30.10	-0.182
0.70	30.12	-0.182
0.70	30.14	-0.182
0.70	30.15	-0.182
0.70	30.17	-0.182
0.70	30.19	-0.181
0.70	30.20	-0.181
0.70	30.22	-0.181
0.71	30.24	-0.181
0.71	30.26	-0.180
0.71	30.27	-0.180
0.71	30.29	-0.180
0.71	30.31	-0.180
0.72	30.32	-0.180
0.72	30.34	-0.180
0.72	30.36	-0.180
0.72	30.37	-0.180
0.72	30.39	-0.180
0.72	30.41	-0.180
0.73	30.43	-0.180
0.73	30.44	-0.180
0.73	30.46	-0.179
0.73	30.48	-0.179
0.73	30.49	-0.179
0.73	30.51	-0.179
0.73	30.53	-0.178
0.74	30.54	-0.178
0.74	30.56	-0.178
0.74	30.58	-0.177
0.74	30.59	-0.177
0.74	30.61	-0.177
0.75	30.63	-0.177
0.75	30.65	-0.177
0.75	30.66	-0.177
0.75	30.68	-0.177
0.75	30.70	-0.177
0.75	30.71	-0.177
0.75	30.73	-0.177
0.76	30.75	-0.177
0.76	30.77	-0.176
0.76	30.78	-0.176
0.76	30.80	-0.176
0.76	30.82	-0.176
0.77	30.83	-0.176
0.77	30.85	-0.176
0.77	30.87	-0.176
0.77	30.88	-0.176
0.77	30.90	-0.176
0.77	30.92	-0.176
0.78	30.93	-0.175
0.78	30.95	-0.175
0.78	30.97	-0.175
0.78	30.98	-0.175
0.78	31.00	-0.175
0.78	31.02	-0.175
0.78	31.04	-0.175
0.79	31.05	-0.174
0.79	31.07	-0.174
0.79	31.09	-0.174
0.79	31.10	-0.174
0.79	31.12	-0.174
0.80	31.14	-0.174
0.80	31.15	-0.174
0.80	31.17	-0.173
0.80	31.19	-0.173
0.80	31.20	-0.173
0.80	31.22	-0.173
0.80	31.24	-0.173
0.81	31.25	-0.173
0.81	31.27	-0.173
0.81	31.29	-0.173
0.81	31.31	-0.173
0.81	31.32	-0.172
0.82	31.34	-0.172
0.82	31.36	-0.172
0.82	31.37	-0.172
0.82	31.39	-0.172
0.82	31.41	-0.172
0.82	31.42	-0.172
0.83	31.44	-0.171
0.83	31.46	-0.171
0.83	31.47	-0.171
0.83	31.49	-0.171
0.83	31.51	-0.171
0.83	31.52	-0.171
0.83	31.54	-0.171
0.84	31.56	-0.171
0.84	31.58	-0.171
0.84	31.59	-0.171
0.84	31.61	-0.171
0.84	31.63	-0.171
0.85	31.64	-0.171
0.85	31.66	-0.171
0.85	31.68	-0.171
0.85	31.69	-0.171
0.85	31.71	-0.171
0.85	31.73	-0.171
0.85	31.75	-0.171
0.86	31.76	-0.171
0.86	31.78	-0.171
0.86	31.79	-0.171
0.86	31.81	-0.171
0.86	31.83	-0.170
0.87	31.85	-0.170
0.87	31.86	-0.170
0.87	31.88	-0.170
0.87	31.90	-0.170
0.87	31.91	-0.170
0.87	31.93	-0.170
0.88	31.95	-0.170
0.88	31.96	-0.170
0.88	31.98	-0.170
0.88	32.00	-0.170
0.88	32.01	-0.170
0.88	32.03	-0.170
0.88	32.05	-0.169
0.89	32.06	-0.169
0.89	32.08	-0.169
0.89	32.10	-0.169
0.89	32.12	-0.169
0.89	32.13	-0.169
0.90	32.15	-0.169
0.90	32.17	-0.169
0.90	32.18	-0.169
0.90	32.20	-0.169
0.90	32.22	-0.169
0.90	32.23	-0.169
0.90	32.25	-0.169
0.91	32.27	-0.169
0.91	32.28	-0.169
0.91	32.30	-0.169
0.91	32.32	-0.169
0.91	32.33	-0.169
0.92	32.35	-0.169
0.92	32.37	-0.169
0.92	32.38	-0.168
0.92	32.40	-0.168
0.92	32.42	-0.168
0.92	32.43	-0.168
0.93	32.45	-0.168
0.93	32.47	-0.168
0.93	32.48	-0.168
0.93	32.50	-0.168
0.93	32.52	-0.167
0.93	32.54	-0.167
0.93	32.55	-0.167
0.94	32.57	-0.167
0.94	32.59	-0.167
0.94	32.60	-0.167
0.94	32.62	-0.167
0.94	32.64	-0.167
0.95	32.65	-0.167
0.95	32.67	-0.167
0.95	32.69	-0.167
0.95	32.70	-0.167
0.95	32.72	-0.167
0.95	32.74	-0.167
0.95	32.75	-0.167
0.96	32.77	-0.167
0.96	32.79	-0.167
0.96	32.80	-0.167
0.96	32.82	-0.167
0.96	32.84	-0.167
0.97	32.85	-0.166
0.97	32.87	-0.166
0.97	32.89	-0.166
0.97	32.90	-0.166
0.97	32.92	-0.166
0.97	32.94	-0.166
0.98	32.95	-0.166
0.98	32.97	-0.166
0.98	32.99	-0.166
0.98	33.01	-0.166
0.98	33.02	-0.166
0.98	33.04	-0.166
0.98	33.06	-0.166
0.99	33.07	-0.166
0.99	33.09	-0.166
0.99	33.11	-0.166
0.99	33.12	-0.166
0.99	33.14	-0.166
1.00	33.16	-0.166
1.00	33.17	-0.166
1.00	33.19	-0.166
1.00	33.21	-0.166
1.00	33.22	-0.166
1.00	33.24	-0.166
1.00	33.26	-0.166
1.01	33.27	-0.166
1.01	33.29	-0.166
1.01	33.31	-0.166
1.01	33.32	-0.166
1.01	33.34	-0.166
1.02	33.36	-0.166
1.02	33.37	-0.166
1.02	33.39	-0.166
1.02	33.41	-0.166
1.02	33.42	-0.166
1.02	33.44	-0.166
1.03	33.46	-0.166
1.03	33.47	-0.166
1.03	33.49	-0.166
1.03	33.51	-0.166
1.03	33.52	-0.166
1.03	33.54	-0.166
1.03	33.56	-0.166
1.04	33.57	-0.166
1.04	33.59	-0.166
1.04	33.61	-0.165
1.04	33.62	-0.165
1.04	33.64	-0.165
1.05	33.66	-0.165
1.05	33.67	-0.165
1.05	33.69	-0.165
1.05	33.71	-0.165
1.05	33.73	-0.165
1.05	33.74	-0.165
1.05	33.76	-0.165
1.06	33.78	-0.165
1.06	33.79	-0.165
1.06	33.81	-0.165
1.06	33.83	-0.165
1.06	33.84	-0.165
1.07	33.86	-0.165
1.07	33.88	-0.165
1.07	33.89	-0.165
1.07	33.91	-0.165
1.07	33.93	-0.165
1.07	33.94	-0.165
1.08	33.96	-0.165
1.08	33.97	-0.165
1.08	33.99	-0.165
1.08	34.01	-0.165
1.08	34.03	-0.165
1.08	34.04	-0.165
1.08	34.06	-0.165
1.09	34.08	-0.165
1.09	34.09	-0.165
1.09	34.11	-0.165
1.09	34.13	-0.165
1.09	34.14	-0.165
1.09	34.16	-0.165
1.10	34.18	-0.165
1.10	34.19	-0.165
1.10	34.21	-0.165
1.10	34.23	-0.165
1.10	34.24	-0.165
1.11	34.26	-0.165
1.11	34.28	-0.165
1.11	34.29	-0.164
1.11	34.31	-0.164
1.11	34.33	-0.164
1.11	34.34	-0.164
1.12	34.36	-0.164
1.12	34.38	-0.164
1.12	34.39	-0.164
1.12	34.41	-0.164
1.12	34.43	-0.164
1.12	34.44	-0.164
1.13	34.46	-0.164
1.13	34.48	-0.164
1.13	34.49	-0.164
1.13	34.51	-0.164
1.13	34.53	-0.164
1.13	34.54	-0.164
1.13	34.56	-0.164
1.14	34.58	-0.164
1.14	34.59	-0.164
1.14	34.61	-0.164
1.14	34.63	-0.164
1.14	34.64	-0.164
1.14	34.66	-0.164
1.15	34.68	-0.164
1.15	34.70	-0.164
1.15	34.71	-0.164
1.15	34.73	-0.164
1.15	34.75	-0.164
1.16	34.76	-0.164
1.16	34.78	-0.164
1.16	34.80	-0.164
1.16	34.81	-0.164
1.16	34.83	-0.164
1.16	34.85	-0.164
1.17	34.86	-0.164
1.17	34.88	-0.164
1.17	34.89	-0.164
1.17	34.91	-0.164
1.17	34.93	-0.164
1.17	34.95	-0.164
1.18	34.96	-0.164
1.18	34.98	-0.164
1.18	35.00	-0.164
1.18	35.01	-0.164
1.18	35.03	-0.164
1.18	35.05	-0.164
1.18	35.06	-0.164
1.19	35.08	-0.164
1.19	35.10	-0.164
1.19	35.11	-0.164
1.19	35.13	-0.164
1.19	35.15	-0.164
1.19	35.16	-0.164
1.20	35.18	-0.164
1.20	35.20	-0.163
1.20	35.21	-0.163
1.20	35.23	-0.163
1.20	35.25	-0.163
1.21	35.26	-0.163
1.21	35.28	-0.163
1.21	35.30	-0.163
1.21	35.31	-0.163
1.21	35.33	-0.163
1.21	35.35	-0.163
1.22	35.36	-0.163
1.22	35.38	-0.163
1.22	35.40	-0.163
1.22	35.41	-0.163
1.22	35.43	-0.163
1.22	35.45	-0.163
1.23	35.46	-0.163
1.23	35.48	-0.163
1.23	35.50	-0.163
1.23	35.51	-0.163
1.23	35.53	-0.163
1.23	35.55	-0.163
1.23	35.56	-0.163
1.24	35.58	-0.163
1.24	35.60	-0.163
1.24	35.61	-0.163
1.24	35.63	-0.163
1.24	35.65	-0.163
1.24	35.66	-0.163
1.25	35.68	-0.163
1.25	35.70	-0.163
1.25	35.71	-0.163
1.25	35.73	-0.163
1.25	35.75	-0.163
1.26	35.76	-0.163
1.26	35.78	-0.163
1.26	35.80	-0.163
1.26	35.81	-0.163
1.26	35.83	-0.163
1.26	35.85	-0.163
1.27	35.86	-0.163
1.27	35.88	-0.163
1.27	35.90	-0.163
1.27	35.91	-0.163
1.27	35.93	-0.163
1.27	35.95	-0.163
1.28	35.96	-0.163
1.28	35.98	-0.163
1.28	36.00	-0.163
1.28	36.01	-0.163
1.28	36.03	-0.163
1.28	36.05	-0.163
1.28	36.06	-0.163
1.29	36.08	-0.163
1.29	36.10	-0.163
1.29	36.11	-0.163
1.29	36.13	-0.163
1.29	36.15	-0.163
1.29	36.16	-0.163
1.30	36.18	-0.163
1.30	36.20	-0.163
1.30	36.21	-0.163
1.30	36.23	-0.163
1.30	36.25	-0.163
1.31	36.26	-0.163
1.31	36.28	-0.163
1.31	36.30	-0.163
1.31	36.31	-0.163
1.31	36.33	-0.163
1.31	36.35	-0.163
1.32	36.36	-0.163
1.32	36.38	-0.163
1.32	36.40	-0.163
1.32	36.41	-0.163
1.32	36.43	-0.163
1.32	36.45	-0.163
1.33	36.46	-0.163
1.33	36.48	-0.163
1.33	36.50	-0.163
1.33	36.51	-0.163
1.33	36.53	-0.163
1.33	36.55	-0.163
1.33	36.56	-0.163
1.34	36.58	-0.163
1.34	36.60	-0.163
1.34	36.61	-0.163
1.34	36.63	-0.163
1.34	36.65	-0.163
1.34	36.66	-0.163
1.35	36.68	-0.163
1.35	36.70	-0.163
1.35	36.72	-0.163
1.35	36.73	-0.163
1.35	36.75	-0.163
1.36	36.76	-0.163
1.36	36.78	-0.163
1.36	36.80	-0.163
1.36	36.81	-0.163
1.36	36.83	-0.163
1.36	36.85	-0.163
1.37	36.87	-0.163
1.37	36.88	-0.163
1.37	36.90	-0.163
1.37	36.91	-0.163
1.37	36.93	-0.163
1.37	36.95	-0.163
1.38	36.97	-0.163
1.38	36.98	-0.163
1.38	37.00	-0.163
1.38	37.01	-0.162
1.38	37.03	-0.162
1.38	37.05	-0.162
1.38	37.06	-0.162
1.39	37.08	-0.162
1.39	37.10	-0.162
1.39	37.12	-0.162
1.39	37.13	-0.162
1.39	37.15	-0.162
1.39	37.16	-0.162
1.40	37.18	-0.162
1.40	37.20	-0.162
1.40	37.22	-0.162
1.40	37.23	-0.162
1.40	37.25	-0.162
1.41	37.27	-0.162
1.41	37.28	-0.162
1.41	37.30	-0.162
1.41	37.32	-0.162
1.41	37.33	-0.162
1.41	37.35	-0.162
1.42	37.37	-0.162
1.42	37.38	-0.162
1.42	37.40	-0.162
1.42	37.42	-0.162
1.42	37.43	-0.162
1.42	37.45	-0.162
1.43	37.46	-0.162
1.43	37.48	-0.162
1.43	37.50	-0.162
1.43	37.51	-0.162
1.43	37.53	-0.162
1.43	37.55	-0.162
1.43	37.57	-0.162
1.44	37.58	-0.162
1.44	37.60	-0.162
1.44	37.62	-0.162
1.44	37.63	-0.162
1.44	37.65	-0.162
1.44	37.67	-0.162
1.45	37.68	-0.162
1.45	37.70	-0.162
1.45	37.72	-0.162
1.45	37.73	-0.162
1.45	37.75	-0.162
1.46	37.77	-0.162
1.46	37.78	-0.162
1.46	37.80	-0.162
1.46	37.82	-0.162
1.46	37.83	-0.162
1.46	37.85	-0.162
1.47	37.87	-0.162
1.47	37.88	-0.162
1.47	37.90	-0.162
1.47	37.92	-0.162
1.47	37.93	-0.162
1.47	37.95	-0.162
1.48	37.97	-0.162
1.48	37.98	-0.162
1.48	38.00	-0.162
1.48	38.02	-0.162
1.48	38.03	-0.162
1.48	38.05	-0.162
1.48	38.07	-0.162
1.49	38.08	-0.162
1.49	38.10	-0.162
1.49	38.12	-0.162
1.49	38.13	-0.162
1.49	38.15	-0.162
1.49	38.17	-0.162
1.50	38.18	-0.162
1.50	38.20	-0.162
1.50	38.22	-0.162
1.50	38.23	-0.162
1.50	38.25	-0.162
1.51	38.27	-0.162
1.51	38.28	-0.162
1.51	38.30	-0.162
1.51	38.32	-0.162
1.51	38.33	-0.162
1.51	38.35	-0.162
1.52	38.37	-0.162
1.52	38.38	-0.162
1.52	38.40	-0.162
1.52	38.42	-0.162
1.52	38.43	-0.162
1.52	38.45	-0.162
1.53	38.47	-0.162
1.53	38.48	-0.162
1.53	38.50	-0.162
1.53	38.52	-0.162
1.53	38.53	-0.162
1.53	38.55	-0.162
1.53	38.57	-0.162
1.54	38.58	-0.162
1.54	38.60	-0.162
1.54	38.62	-0.162
1.54	38.63	-0.162
1.54	38.65	-0.162
1.54	38.67	-0.162
1.55	38.68	-0.162
1.55	38.70	-0.162
1.55	38.72	-0.162
1.55	38.73	-0.162
1.55	38.75	-0.162
1.56	38.77	-0.162
1.56	38.78	-0.162
1.56	38.80	-0.162
1.56	38.82	-0.162
1.56	38.83	-0.162
1.56	38.85	-0.162
1.57	38.87	-0.162
1.57	38.88	-0.162
1.57	38.90	-0.162
1.57	38.92	-0.162
1.57	38.93	-0.162
1.57	38.95	-0.162
1.58	38.97	-0.162
1.58	38.98	-0.162
1.58	39.00	-0.162
1.58	39.02	-0.162
1.58	39.03	-0.162
1.58	39.05	-0.162
1.58	39.07	-0.162
1.59	39.08	-0.162
1.59	39.10	-0.162
1.59	39.12	-0.162
1.59	39.13	-0.162
1.59	39.15	-0.162
1.59	39.17	-0.162
1.60	39.18	-0.162
1.60	39.20	-0.162
1.60	39.22	-0.162
1.60	39.23	-0.162
1.60	39.25	-0.162
1.61	39.27	-0.162
1.61	39.28	-0.162
1.61	39.30	-0.162
1.61	39.32	-0.162
1.61	39.33	-0.162
1.61	39.35	-0.162
1.62	39.37	-0.162
1.62	39.38	-0.162
1.62	39.40	-0.162
1.62	39.42	-0.162
1.62	39.43	-0.162
1.62	39.45	-0.162
1.63	39.47	-0.162
1.63	39.48	-0.162
1.63	39.50	-0.162
1.63	39.52	-0.162
1.63	39.53	-0.162
1.63	39.55	-0.162
1.63	39.57	-0.162
1.64	39.58	-0.162
1.64	39.60	-0.162
1.64	39.62	-0.162
1.64	39.63	-0.163
1.64	39.65	-0.163
1.64	39.67	-0.163
1.65	39.68	-0.163
1.65	39.70	-0.163
1.65	39.72	-0.163
1.65	39.73	-0.163
1.65	39.75	-0.163
1.66	39.77	-0.163
1.66	39.78	-0.163
1.66	39.80	-0.163
1.66	39.82	-0.163
1.66	39.83	-0.163
1.66	39.85	-0.163
1.67	39.87	-0.163
1.67	39.88	-0.163
1.67	39.90	-0.163
1.67	39.92	-0.163
1.67	39.93	-0.163
1.67	39.95	-0.163
1.68	39.97	-0.163
1.68	39.98	-0.163
1.68	40.00	-0.163
1.68	40.02	-0.163
1.68	40.03	-0.163
1.68	40.05	-0.163
1.68	40.07	-0.163
1.69	40.08	-0.163
1.69	40.10	-0.163
1.69	40.12	-0.163
1.69	40.13	-0.163
1.69	40.15	-0.163
1.69	40.17	-0.163
1.70	40.18	-0.163
1.70	40.20	-0.163
1.70	40.22	-0.163
1.70	40.23	-0.163
1.70	40.25	-0.163
1.71	40.27	-0.163
1.71	40.28	-0.163
1.71	40.30	-0.163
1.71	40.32	-0.163
1.71	40.33	-0.163
1.71	40.35	-0.163
1.72	40.37	-0.163
1.72	40.38	-0.163
1.72	40.40	-0.163
