Filename	LLM_EP0905_20%02_Oscillatory temperature sweep_Flow
Instrument name	5333-0626
Operator	LIMING
rundate	21/05/2025
Sample name	LLM_EP0905_20%02_Oscillatory temperature sweep_Flow
Geometry name	8.0mm parallel plate, UPP Stainless steel  - 119113 new 30 11 22
Procedure name	Sample
	Temperature ramp
	Temperature ramp
	Temperature ramp
	Temperature ramp
	Flow sweep
	Flow sweep
	Flow sweep
	Flow sweep
	Flow sweep
	Flow sweep
	Axial
	Sample
proceduresegments	Temperature ramp#Temperature ramp#Temperature ramp#Temperature ramp#Flow sweep#Flow sweep#Flow sweep#Flow sweep#Flow sweep#Flow sweep#Axial
[step]
Temperature ramp - 1
Storage modulus	Loss modulus	Tan(delta)	Angular frequency	Oscillation torque	Step time	Temperature	Raw phase	Oscillation displacement
MPa	MPa		rad/s	µN.m	s	°C	°	rad
0.0113698	0.0170462	1.49925	10.0001	1.80886	1599.52	123.51	73.0484	2.27196e-4
0.0111117	0.0165188	1.48662	10.0001	1.75154	1606.35	123.72	73.3570	2.27377e-4
0.0108361	0.0160765	1.48360	10.0001	1.70030	1613.07	124.01	73.8242	2.27312e-4
0.0105297	0.0156223	1.48365	10.0001	1.64839	1619.95	124.18	74.4208	2.27491e-4
0.0103290	0.0152435	1.47579	10.0001	1.60181	1626.63	124.38	74.7524	2.26916e-4
0.0100790	0.0148768	1.47602	10.0001	1.56056	1633.38	124.57	75.2918	2.27091e-4
9.81902e-3	0.0145702	1.48388	10.0001	1.52315	1640.18	124.89	75.9552	2.26994e-4
9.56079e-3	0.0141737	1.48249	10.0001	1.48094	1647.01	125.18	76.5583	2.27428e-4
9.35736e-3	0.0138129	1.47615	10.0001	1.43846	1653.88	125.39	77.0191	2.27105e-4
9.15996e-3	0.0134985	1.47364	10.0001	1.40158	1660.72	125.54	77.5255	2.26906e-4
8.97199e-3	0.0132793	1.48009	10.0001	1.37366	1667.50	125.71	78.1007	2.26547e-4
8.76555e-3	0.0128795	1.46934	10.0001	1.33503	1675.50	126.04	78.6227	2.27440e-4
8.49489e-3	0.0125122	1.47291	10.0001	1.29395	1682.50	126.30	79.4911	2.27580e-4
8.36088e-3	0.0122629	1.46669	10.0001	1.26106	1688.80	126.44	79.8897	2.26605e-4
8.07778e-3	0.0119678	1.48157	10.0001	1.23162	1695.65	126.69	80.9619	2.27483e-4
7.93403e-3	0.0116434	1.46753	10.0001	1.19440	1702.54	126.92	81.4032	2.27014e-4
7.73127e-3	0.0113844	1.47252	10.0001	1.16545	1709.42	127.14	82.2096	2.27007e-4
7.58113e-3	0.0111423	1.46975	10.0001	1.13806	1716.14	127.39	82.8006	2.26792e-4
7.42575e-3	0.0109220	1.47082	10.0001	1.11355	1722.94	127.61	83.4636	2.26726e-4
7.23028e-3	0.0106504	1.47303	10.0001	1.08644	1729.83	127.81	84.3358	2.27200e-4
7.07108e-3	0.0104427	1.47682	10.0001	1.06202	1736.61	128.13	85.0884	2.26779e-4
6.90518e-3	0.0101859	1.47510	10.0001	1.03612	1743.47	128.32	85.8931	2.27082e-4
6.74079e-3	9.92053e-3	1.47172	10.0001	1.00834	1750.24	128.56	86.7252	2.27093e-4
6.59505e-3	9.70448e-3	1.47148	10.0001	0.984117	1757.08	128.72	87.5143	2.26751e-4
6.46030e-3	9.49146e-3	1.46920	10.0001	0.962085	1764.00	128.95	88.2717	2.26765e-4
6.31232e-3	9.29829e-3	1.47304	10.0001	0.941971	1770.76	129.24	89.1472	2.26714e-4
6.16541e-3	9.07293e-3	1.47159	10.0001	0.919683	1777.65	129.46	90.0516	2.26861e-4
6.03610e-3	8.87971e-3	1.47110	10.0001	0.899284	1784.48	129.68	90.8881	2.26635e-4
5.89600e-3	8.69779e-3	1.47520	10.0001	0.881333	1791.26	129.93	91.8280	2.26662e-4
5.79088e-3	8.50222e-3	1.46821	10.0001	0.861512	1798.13	130.09	92.5810	2.26567e-4
5.62446e-3	8.28475e-3	1.47299	10.0001	0.841981	1804.97	130.36	93.7927	2.26958e-4
5.45648e-3	8.07632e-3	1.48013	10.0001	0.822297	1811.73	130.66	95.0759	2.26984e-4
5.34320e-3	7.89120e-3	1.47687	10.0001	0.803489	1818.50	130.82	96.0088	2.26636e-4
5.22944e-3	7.73846e-3	1.47979	10.0001	0.788617	1825.35	131.04	96.9589	2.26410e-4
5.13971e-3	7.60771e-3	1.48018	10.0001	0.775781	1832.16	131.22	97.7451	2.26168e-4
5.07298e-3	7.46497e-3	1.47151	10.0001	0.762425	1839.00	131.38	98.3916	2.26154e-4
4.92568e-3	7.26739e-3	1.47541	10.0001	0.747451	1845.84	131.75	99.7468	2.26876e-4
4.79044e-3	7.11248e-3	1.48472	10.0001	0.733606	1852.70	131.97	101.007	2.26603e-4
4.73037e-3	6.99483e-3	1.47871	10.0001	0.721117	1859.45	132.16	101.658	2.25968e-4
4.63070e-3	6.85156e-3	1.47960	10.0001	0.710413	1866.27	132.41	102.689	2.26379e-4
4.52226e-3	6.71972e-3	1.48592	10.0001	0.699850	1873.06	132.60	103.806	2.26351e-4
4.42396e-3	6.55051e-3	1.48069	10.0001	0.686146	1879.85	132.83	104.958	2.26501e-4
4.32553e-3	6.41410e-3	1.48285	10.0001	0.675231	1886.62	133.10	106.075	2.26401e-4
4.22028e-3	6.28126e-3	1.48835	10.0001	0.665262	1893.97	133.28	107.280	2.26362e-4
4.13262e-3	6.13590e-3	1.48475	10.0001	0.653895	1901.00	133.59	108.399	2.26313e-4
4.03921e-3	5.99171e-3	1.48339	10.0001	0.643409	1907.76	133.87	109.608	2.26394e-4
3.94825e-3	5.86441e-3	1.48532	10.0001	0.634227	1914.64	134.04	110.785	2.26310e-4
3.85455e-3	5.73820e-3	1.48868	10.0001	0.625648	1921.39	134.26	112.004	2.26236e-4
3.77921e-3	5.62159e-3	1.48750	10.0001	0.617404	1928.00	134.46	113.070	2.26138e-4
3.69483e-3	5.50336e-3	1.48948	10.0001	0.609977	1934.83	134.66	114.251	2.26184e-4
3.61115e-3	5.37519e-3	1.48850	10.0001	0.601974	1941.67	134.87	115.492	2.26256e-4
3.53445e-3	5.26258e-3	1.48894	10.0001	0.594848	1948.50	135.23	116.635	2.26135e-4
3.46554e-3	5.15964e-3	1.48884	10.0001	0.588557	1955.36	135.41	117.688	2.26037e-4
3.41002e-3	5.06143e-3	1.48428	10.0001	0.582109	1962.21	135.54	118.638	2.25918e-4
3.31813e-3	4.95067e-3	1.49201	10.0001	0.577626	1969.04	135.87	119.979	2.26203e-4
3.24367e-3	4.85013e-3	1.49526	10.0001	0.572316	1975.79	136.07	121.139	2.26050e-4
3.17870e-3	4.72884e-3	1.48766	10.0001	0.565487	1982.68	136.28	122.350	2.26104e-4
3.13197e-3	4.64872e-3	1.48428	10.0001	0.560321	1989.49	136.50	123.203	2.25741e-4
3.04669e-3	4.53740e-3	1.48929	10.0001	0.556956	1996.27	136.71	124.573	2.26204e-4
2.99267e-3	4.44168e-3	1.48419	10.0001	0.551552	2003.39	136.93	125.612	2.25950e-4
2.92075e-3	4.35691e-3	1.49171	10.0001	0.548980	2010.34	137.22	126.746	2.25968e-4
2.88581e-3	4.28185e-3	1.48376	10.0001	0.544311	2017.25	137.36	127.524	2.25659e-4
2.82598e-3	4.19841e-3	1.48565	10.0001	0.541906	2024.06	137.63	128.570	2.25866e-4
2.77057e-3	4.11438e-3	1.48503	10.0001	0.538760	2030.91	137.91	129.595	2.25825e-4
2.69150e-3	4.02620e-3	1.49589	10.0001	0.537648	2037.72	138.13	130.860	2.26053e-4
2.65684e-3	3.95968e-3	1.49037	10.0001	0.533852	2044.51	138.34	131.605	2.25599e-4
2.60789e-3	3.88076e-3	1.48808	10.0001	0.531742	2051.34	138.56	132.579	2.25811e-4
